CustomerID,Gender,SeniorCitizen,Tenure,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5950-AAAGJ,Male,0,18,Month-to-month,UPI,843,15379,No
4299-OPXEJ,Female,0,56,Two year,UPI,195.5,10805.5,No
4951-UKAAQ,Female,0,4,Month-to-month,UPI,889.5,3552,Yes
9618-LFJRU,Female,0,4,Month-to-month,Credit card (automatic),204.5,828.5,No
6693-DJWTY,Female,0,35,One year,Credit card (automatic),556,20164.5,No
0744-GKNGE,Female,0,64,Month-to-month,UPI,868,53272.5,No
6447-EGDIV,Female,0,31,One year,Debit Card,209.5,6832.5,No
1167-OYZJF,Female,1,67,Two year,UPI,200.5,12630.5,No
2108-YKQTY,Female,0,4,Month-to-month,Credit card (automatic),507,1513,Yes
4806-DXQCE,Female,1,70,Two year,UPI,1136.5,77146.5,No
4918-QLLIW,Male,0,3,Month-to-month,Credit card (automatic),534,1887,Yes
7056-IMHCC,Male,1,53,Month-to-month,UPI,1019,55494,Yes
4854-SSLTN,Male,0,2,Two year,Debit Card,595,1305,No
5294-DMSFH,Female,0,29,Month-to-month,Credit card (automatic),878,26217.5,No
4837-PZTIC,Female,0,47,Two year,Debit Card,419,18752.5,No
1625-JAIIY,Female,0,68,One year,UPI,830,56858,Yes
0603-OLQDC,Male,0,12,Month-to-month,Debit Card,698.5,8375,No
3272-VUHPV,Female,0,8,Month-to-month,UPI,563,4015,No
4176-FXYBO,Male,0,54,Month-to-month,UPI,1095.5,61189.5,No
1063-DHQJF,Male,0,69,Two year,Debit Card,921.5,64809,No
8663-UPDGF,Female,0,26,Month-to-month,UPI,695,18000.5,No
6719-FGEDO,Female,0,72,Two year,UPI,970,71042,No
1837-YQUCE,Female,0,70,Two year,UPI,583.5,42142.5,No
2947-DOMLJ,Male,0,1,Month-to-month,Debit Card,506,506,Yes
4112-LUEIZ,Male,0,10,Month-to-month,UPI,895,8631,Yes
0369-ZGOVK,Female,0,28,One year,UPI,704,19922,No
4510-HIMLV,Male,0,1,Month-to-month,UPI,698,698,Yes
9919-KNPOO,Female,0,21,Month-to-month,UPI,943,19483.5,No
8749-JMNKX,Male,1,51,Month-to-month,UPI,938,47509.5,Yes
7872-BAAZR,Female,0,53,One year,UPI,195.5,10079,No
9391-LMANN,Male,0,53,One year,UPI,959.5,50369,No
2430-USGXP,Male,0,24,Month-to-month,UPI,1010.5,23918,Yes
8174-TBVCF,Female,0,70,Two year,Credit card (automatic),948,68590.5,No
1698-XFZCI,Male,0,61,One year,UPI,1077.5,65219,No
1877-HKBQX,Female,0,11,One year,Debit Card,546,6178.5,No
4450-DLLMH,Male,0,2,Month-to-month,Credit card (automatic),713,1577.5,No
0428-AXXLJ,Male,0,25,One year,UPI,195,5163,No
2746-DIJLO,Female,0,41,One year,Credit card (automatic),563,23640,No
5955-ERIHD,Male,0,18,Month-to-month,UPI,947,16879.5,Yes
0917-EZOLA,Male,1,72,Two year,UPI,1041.5,76899.5,Yes
3508-VLHCZ,Female,0,71,Two year,Credit card (automatic),905.5,62390.5,No
4086-ATNFV,Female,0,34,One year,Debit Card,608,20420.5,No
0468-YRPXN,Male,0,29,Month-to-month,Credit card (automatic),988,28071,No
5996-NRVXR,Male,1,40,One year,Credit card (automatic),981.5,41168,No
3739-YBWAB,Male,0,36,One year,Debit Card,353.5,13179.5,No
7047-FWEYA,Female,0,46,One year,UPI,1031.5,45946.5,No
2000-MPKCA,Female,0,58,One year,UPI,1077.5,63327.5,No
9762-YAQAA,Male,0,39,One year,Credit card (automatic),814,32137.5,No
5949-EBSQK,Male,0,4,Month-to-month,Credit card (automatic),614.5,2295.5,Yes
5473-KHBPS,Female,0,52,One year,Credit card (automatic),957,49761.5,No
0100-DUVFC,Male,1,70,One year,UPI,1048,73089.5,No
5397-TUPSH,Male,1,65,One year,UPI,709.5,45552,No
8950-MTZNV,Male,0,1,Month-to-month,Debit Card,449.5,449.5,No
0326-VDYXE,Female,0,70,One year,UPI,976.5,69825,No
6773-LQTVT,Female,1,29,Month-to-month,Debit Card,356.5,10251.5,No
7274-RTAPZ,Male,0,1,Month-to-month,UPI,905.5,905.5,Yes
0436-TWFFZ,Female,0,67,Two year,Debit Card,852.5,57142,No
8566-YPRGL,Female,0,1,Month-to-month,Debit Card,195,195,No
0311-UNPFF,Female,0,26,Month-to-month,UPI,888,22743.5,Yes
6609-MXJHJ,Female,0,30,Two year,Debit Card,251,7895.5,No
2669-OIDSD,Female,0,48,Month-to-month,Credit card (automatic),1000.5,48340,No
8400-WZICQ,Female,0,55,Month-to-month,UPI,557,31318,No
3834-XUIFC,Male,0,7,Month-to-month,Debit Card,852,6025.5,Yes
9576-SYUHJ,Male,0,37,Month-to-month,UPI,911.5,33692.5,No
0410-IPFTY,Female,0,31,Month-to-month,UPI,838.5,26741.5,No
2831-EBWRN,Male,0,4,Month-to-month,UPI,459,1997.5,No
9430-NKQLY,Male,0,72,Two year,Credit card (automatic),251,17908,No
8414-MYSHR,Male,1,5,Month-to-month,UPI,914,4497.5,Yes
0247-SLUJI,Male,0,1,Month-to-month,Debit Card,197,197,No
9402-ORRAH,Female,1,15,Month-to-month,UPI,915,14003,No
6483-OATDN,Male,0,8,Month-to-month,Credit card (automatic),513,4116,No
1293-HHSHJ,Female,0,35,One year,Debit Card,211,7410,No
4840-ORQXB,Female,1,56,Month-to-month,UPI,1047.5,58413.5,No
7599-FKVXZ,Male,0,42,Month-to-month,UPI,1061.5,45127,Yes
3982-DQLUS,Male,1,65,Month-to-month,UPI,857.5,56884.5,No
8610-ZIKJJ,Female,0,2,One year,Debit Card,203,319,No
3756-VNWDH,Male,1,65,One year,UPI,1007.5,66746.5,No
7801-KICAO,Female,0,18,Month-to-month,UPI,741.5,13457.5,No
7673-LPRNY,Female,0,23,One year,UPI,785.5,18430.5,No
8229-TNIQA,Female,0,4,Month-to-month,Debit Card,453,1969.5,Yes
6060-QBMGV,Male,0,70,Two year,Credit card (automatic),198.5,14338,No
7339-POGZN,Female,0,4,Month-to-month,UPI,507,2145.5,No
2828-SLQPF,Male,0,19,Month-to-month,UPI,450,8658.5,No
4465-VDKIQ,Female,0,18,Month-to-month,UPI,778,13586,No
2921-XWDJH,Female,1,38,Month-to-month,UPI,834.5,31471.5,No
6221-AVQYL,Male,0,2,Month-to-month,Credit card (automatic),732.5,1310.5,Yes
2558-BUOZZ,Male,0,47,One year,UPI,948,45358.5,No
9257-AZMTZ,Female,0,52,Two year,UPI,201,10787.5,No
0003-MKNFE,Male,0,9,Month-to-month,Debit Card,599,5424,No
0975-UYDTX,Female,0,26,One year,Credit card (automatic),901,23125.5,No
7743-EXURX,Male,0,8,Month-to-month,UPI,510.5,4150.5,Yes
4682-BLBUC,Male,0,44,One year,UPI,709.5,32504.5,No
0975-VOOVL,Female,0,3,Month-to-month,Debit Card,292,985,No
5968-VXZLG,Male,0,2,Month-to-month,UPI,466,879,No
5569-KGJHX,Female,0,9,Month-to-month,UPI,853.5,7546.5,Yes
4988-IQIGL,Male,1,1,Month-to-month,UPI,753.5,753.5,Yes
5201-FRKKS,Male,0,25,Month-to-month,UPI,743,19522.5,No
9799-CAYJJ,Female,1,2,Month-to-month,UPI,693,1538,No
7730-IUTDZ,Male,0,43,Month-to-month,UPI,752,31986,Yes
0426-TIRNE,Female,0,1,Month-to-month,Debit Card,209,209,Yes
5443-SCMKX,Female,0,58,One year,UPI,943,56101.5,No
8295-KMENE,Female,0,59,Two year,Debit Card,764.5,45195,No
6738-ISCBM,Male,0,44,One year,UPI,540,24402.5,No
9821-BESNZ,Male,0,66,One year,UPI,1042.5,68606,No
3678-MNGZX,Male,0,68,Two year,UPI,199.5,13777,No
1335-NTIUC,Male,0,9,Month-to-month,UPI,249.5,1902.5,No
2916-BQZLN,Male,0,19,Month-to-month,UPI,847.5,16519.5,No
4558-CGYCZ,Male,0,4,Month-to-month,Debit Card,197.5,783,No
2368-GAKKQ,Female,0,70,Two year,UPI,1136.5,79392.5,No
8710-YGLWG,Male,0,1,Month-to-month,Debit Card,449,449,No
3199-XGZCY,Female,0,8,Month-to-month,UPI,752.5,5767,No
3785-KTYSH,Male,0,53,Two year,Debit Card,246,12790,No
6814-ZPWFQ,Male,1,51,One year,UPI,250,12607,No
4063-EIKNQ,Male,0,11,Month-to-month,UPI,209.5,2673.5,No
6993-YCOBK,Male,0,60,Two year,UPI,1106,65868.5,No
5206-HPJKM,Male,0,17,Month-to-month,Credit card (automatic),555,9341.5,No
7587-RZNME,Male,0,3,Month-to-month,UPI,433,1236.5,Yes
0748-RDGGM,Male,0,70,One year,UPI,1095,75346.5,Yes
8393-JMVMB,Male,0,1,Month-to-month,Debit Card,194.5,194.5,No
5019-GQVCR,Male,1,43,Month-to-month,UPI,848.5,36456,No
6036-TTFYU,Female,0,16,Month-to-month,Debit Card,196,3144.5,No
2550-AEVRU,Female,0,57,One year,UPI,534.5,30530,No
0969-RGKCU,Male,0,37,One year,Credit card (automatic),198,6770.5,No
0378-CJKPV,Female,0,72,Two year,Credit card (automatic),1121,79659.5,No
4706-AXVKM,Female,1,11,Month-to-month,Credit card (automatic),848,9068.5,Yes
5889-JTMUL,Female,1,50,Month-to-month,UPI,950.5,48887,Yes
9026-RNUJS,Male,1,5,Month-to-month,UPI,503.5,2372.5,Yes
3746-EUBYR,Male,0,1,Month-to-month,UPI,746,746,Yes
2332-EFBJY,Male,0,16,Month-to-month,Debit Card,197,3424,Yes
2880-FPNAE,Male,1,2,Month-to-month,UPI,742,1401,No
1703-MGIAB,Female,0,17,Month-to-month,Debit Card,690,11080,No
4311-QTTAI,Female,0,16,One year,Credit card (automatic),193.5,2955.5,No
9474-PHLYD,Female,0,15,Month-to-month,UPI,594.5,8926.5,Yes
4318-RAJVY,Female,0,10,One year,Debit Card,198,1982.5,No
2165-VOEGB,Female,0,46,One year,UPI,1052,48228.5,Yes
3612-YUNGG,Male,0,64,Two year,Credit card (automatic),1092,67411.5,No
2254-DLXRI,Female,0,1,Month-to-month,Debit Card,791.5,791.5,No
5062-CJJKH,Male,0,25,One year,Debit Card,536.5,13554.5,No
9028-LIHRP,Male,0,71,Two year,Credit card (automatic),1002,72090,No
2219-MVUSO,Male,0,8,Month-to-month,Debit Card,451.5,4384,Yes
1053-MXTTK,Female,0,72,Two year,UPI,1086.5,77263.5,No
1530-ZTDOZ,Female,0,49,Month-to-month,UPI,406.5,20707.5,No
1301-LOPVR,Male,0,29,One year,Credit card (automatic),553.5,16369.5,No
0853-TWRVK,Male,0,72,Two year,UPI,1056,75815,No
8914-RBTSB,Male,0,31,Month-to-month,UPI,938,30195,Yes
6212-ATMLK,Female,0,50,Month-to-month,UPI,957,47297.5,No
8200-LGKSR,Male,0,71,Two year,UPI,832,61261,No
1568-BEKZM,Male,1,70,Two year,Credit card (automatic),900.5,63334,No
0670-ANMUU,Male,0,71,One year,Credit card (automatic),976.5,66878.5,No
6897-RWMUB,Male,0,61,Two year,UPI,680.5,41582.5,No
0963-ZBDRN,Male,0,32,Month-to-month,UPI,962,31834,Yes
7594-RQHXR,Female,0,1,Month-to-month,UPI,796,796,Yes
6999-CHVCF,Male,0,68,Two year,UPI,1021,71493.5,No
6134-KWTBV,Male,0,62,Two year,UPI,234,14296.5,No
1077-HUUJM,Female,0,7,Month-to-month,UPI,710.5,4726.5,No
6331-EWIEB,Male,0,20,Month-to-month,UPI,852.5,17345,Yes
0895-LNKRC,Male,0,6,One year,Debit Card,194.5,1135,No
2045-BMBTJ,Female,1,33,Month-to-month,UPI,594.5,18846.5,No
8417-GSODA,Male,0,28,One year,UPI,922,25681.5,No
5171-EPLKN,Male,0,27,Two year,Credit card (automatic),198.5,4700,No
4452-QIIEB,Male,0,7,Month-to-month,Debit Card,439,2784,No
5998-VVEJY,Male,0,26,Month-to-month,UPI,805,20888,Yes
1624-NALOJ,Male,1,5,Month-to-month,UPI,898,5026,Yes
6741-EGCBI,Male,1,30,Month-to-month,Credit card (automatic),905,25958.5,No
7820-ZYGNY,Male,0,63,One year,Credit card (automatic),904.5,58255,No
4317-VTEOA,Male,0,1,Month-to-month,UPI,507.5,507.5,Yes
9677-AVKED,Female,0,53,One year,UPI,846,44497.5,No
1670-SVOWZ,Female,0,14,Month-to-month,Credit card (automatic),896.5,12083.5,Yes
2227-JRSJX,Female,0,21,Month-to-month,UPI,991.5,19564,No
9847-HNVGP,Male,0,17,One year,Debit Card,199.5,3106,No
6696-YDAYZ,Male,0,16,Two year,Debit Card,205,2905.5,No
8980-WQFWL,Female,0,35,Month-to-month,UPI,621,20961,No
1730-ZMAME,Female,1,32,Month-to-month,UPI,795,26650,No
6506-EYCNH,Female,0,28,Month-to-month,UPI,195.5,5438,No
4634-JLRJT,Female,0,1,Month-to-month,Debit Card,203.5,203.5,No
9501-UKKNL,Male,0,59,Month-to-month,UPI,517,30058,No
2560-QTSBS,Female,0,72,One year,UPI,233,16231.5,No
7541-YLXCL,Male,0,36,One year,Debit Card,654,24984,Yes
4795-WRNVT,Female,0,40,Month-to-month,Debit Card,651,25860,No
6080-TCMYC,Male,0,40,Month-to-month,UPI,812,32923,No
0260-ZDLGK,Female,0,9,Month-to-month,Debit Card,729,6514,Yes
7860-UXCRM,Male,0,63,Two year,Credit card (automatic),745,46745.5,No
6357-JJPQT,Female,0,3,Month-to-month,UPI,805,2323.5,No
2292-XQWSV,Male,0,40,One year,Debit Card,603,24485,No
9552-TGUZV,Male,0,8,Month-to-month,Debit Card,750,6581,No
5913-INRQV,Male,1,34,One year,Debit Card,901.5,31288,No
8722-NGNBH,Male,0,5,Month-to-month,Debit Card,400,2234.5,Yes
6210-KBBPI,Male,1,9,Month-to-month,Credit card (automatic),994.5,9194,Yes
9643-YBLUR,Male,0,9,Month-to-month,Credit card (automatic),690.5,6539.5,No
8734-FNWVH,Male,0,31,Month-to-month,UPI,597,18255,No
9447-YPTBX,Female,0,50,One year,UPI,198.5,9431,No
0133-BMFZO,Female,0,2,Month-to-month,UPI,862.5,1816.5,Yes
6128-CZOMY,Female,0,1,Month-to-month,UPI,456.5,456.5,Yes
9540-JYROE,Male,0,8,Month-to-month,Debit Card,701,5513.5,Yes
9026-LHEVG,Female,0,9,Month-to-month,UPI,407.5,3594,No
2260-USTRB,Female,1,2,Month-to-month,UPI,702,1159.5,Yes
3656-TKRVZ,Female,0,3,Month-to-month,UPI,553.5,1652,Yes
7011-CVEUC,Male,0,25,Month-to-month,Credit card (automatic),957,23383.5,No
6185-TASNN,Male,1,1,Month-to-month,UPI,463,463,No
7925-PNRGI,Female,0,45,Month-to-month,Debit Card,813,35411,No
8623-TMRBY,Male,1,51,Month-to-month,UPI,842,41460.5,Yes
1552-CZCLL,Female,0,55,Month-to-month,Credit card (automatic),200,10872.5,No
3038-PQIUY,Female,0,38,Month-to-month,UPI,661.5,25224,No
1501-SGHBW,Male,0,2,Month-to-month,Debit Card,458.5,810,Yes
9313-CDOGY,Male,0,38,Month-to-month,UPI,196,7173,No
8148-BPLZQ,Male,0,34,Month-to-month,UPI,498,17342,No
2623-DRYAM,Female,0,70,One year,UPI,1017.5,70693,No
9987-LUTYD,Female,0,13,One year,Debit Card,551.5,7429,No
3208-YPIOE,Male,0,39,Month-to-month,UPI,752.5,30176.5,Yes
4488-KQFDT,Female,0,61,One year,UPI,1039.5,64230,No
2612-RANWT,Female,0,12,Month-to-month,UPI,1001.5,11643,Yes
5693-PIPCS,Male,0,41,Two year,Credit card (automatic),996.5,42203.5,No
0491-KAPQG,Male,0,21,Month-to-month,UPI,737,15587,No
1925-LFCZZ,Male,1,55,One year,UPI,500.5,27434.5,No
8039-EQPIM,Male,0,69,Two year,UPI,602.5,40555,No
6900-PXRMS,Male,1,26,Month-to-month,UPI,1057.5,27102.5,Yes
8707-RMEZH,Female,1,69,One year,Credit card (automatic),873,60555.5,No
3346-BRMIS,Female,1,18,Month-to-month,UPI,483.5,8107,Yes
3209-ZPKFI,Male,0,47,Month-to-month,UPI,542.5,25382,No
6479-VDGRK,Female,0,72,Two year,UPI,853,61292,No
9373-WSLOY,Male,1,33,Month-to-month,UPI,500,17508.5,No
2933-FILNV,Female,0,2,Month-to-month,Debit Card,244,365.5,Yes
3569-JFODW,Female,0,72,Two year,Credit card (automatic),909.5,66524.5,No
9819-FBNSV,Male,1,37,Month-to-month,UPI,722.5,25754.5,No
9544-PYPSJ,Female,1,62,Month-to-month,Credit card (automatic),961,60193.5,No
1591-XWLGB,Female,0,71,Two year,Credit card (automatic),198.5,13796,No
0396-UKGAI,Male,0,23,Month-to-month,UPI,553,12842,No
3243-ZHOHY,Female,0,16,One year,Debit Card,201,2961.5,No
5186-EJEGL,Male,0,9,Month-to-month,Debit Card,695,6532.5,No
7527-QNRUS,Male,0,17,Two year,Debit Card,251.5,4126,No
9986-BONCE,Female,0,4,Month-to-month,UPI,209.5,855,Yes
2722-JMONI,Female,1,1,Month-to-month,UPI,495.5,495.5,Yes
2203-GHNWN,Female,0,24,Month-to-month,Debit Card,796.5,19287,No
3878-AVSOQ,Female,1,1,Month-to-month,UPI,712.5,712.5,No
3258-SYSWS,Male,1,72,Two year,UPI,1138,78458,No
5296-PSYVW,Female,0,72,Two year,UPI,245.5,17507,No
6319-QSUSR,Female,0,11,Month-to-month,Credit card (automatic),197,2162,No
4083-EUGRJ,Male,0,9,Month-to-month,Debit Card,202.5,1785,Yes
7579-OOPEC,Female,1,2,Month-to-month,Credit card (automatic),501.5,1151,Yes
0512-FLFDW,Female,1,60,One year,Credit card (automatic),1005,60290,No
1771-OADNZ,Male,1,29,Month-to-month,UPI,959,27452,Yes
0487-CRLZF,Female,0,49,Two year,UPI,744.5,37219,No
2107-FBPTK,Female,1,30,Month-to-month,UPI,1041,31211,No
9451-WLYRI,Female,0,53,One year,Credit card (automatic),190.5,9904.5,No
8219-VYBVI,Male,0,39,Two year,Debit Card,250,10043.5,No
1991-VOPLL,Female,0,9,Month-to-month,Debit Card,190.5,1576.5,No
9738-QLWTP,Male,0,39,One year,UPI,819,32197.5,No
1016-DJTSV,Male,1,8,Month-to-month,UPI,697,5728.5,No
9419-IPPBE,Female,0,51,One year,UPI,901.5,45548.5,No
0174-QRVVY,Male,0,71,Two year,Credit card (automatic),253.5,18475.5,No
5699-BNCAS,Male,1,71,Two year,Debit Card,246.5,17667.5,No
2900-PHPLN,Female,1,70,Two year,Credit card (automatic),195.5,14620.5,No
0612-RTZZA,Female,1,1,Month-to-month,UPI,252.5,252.5,Yes
8106-GWQOK,Male,0,38,Two year,UPI,600,21932,No
8751-EDEKA,Female,0,28,Month-to-month,Credit card (automatic),899,24335,No
6878-GGDWG,Female,0,32,Month-to-month,UPI,194,6411.5,No
4039-PIMHX,Male,1,49,Two year,Debit Card,498,23984,No
8450-LUGUK,Female,0,37,Two year,UPI,241,8618.5,No
3604-WLABM,Female,0,10,Month-to-month,UPI,542.5,5830,No
0795-GMVQO,Male,0,67,One year,Credit card (automatic),1099,73324,No
2259-OUUSZ,Male,0,7,One year,Credit card (automatic),355,2495.5,No
1142-IHLOO,Female,0,51,One year,Credit card (automatic),875.5,44759,No
6410-LEFEN,Female,0,9,Month-to-month,UPI,451.5,4164.5,Yes
4633-MKHYU,Female,0,9,Month-to-month,Debit Card,884,7886,No
6257-RJOHI,Male,0,4,Month-to-month,Debit Card,508,2023,No
1545-JFUML,Male,0,71,Two year,UPI,990,69946,No
3194-ORPIK,Female,0,50,Month-to-month,UPI,844,41161.5,Yes
7826-VVKWT,Female,1,24,Two year,UPI,965.5,22634.5,No
1353-GHZOS,Male,0,22,One year,UPI,597.5,13743.5,No
2587-EKXTS,Male,0,44,Month-to-month,UPI,1115,49151.5,No
5442-BXVND,Female,0,33,Month-to-month,UPI,242.5,8385,No
8816-VXNZD,Female,0,1,Month-to-month,UPI,751,751,Yes
9378-FXTIZ,Female,0,54,One year,Credit card (automatic),701.5,37156.5,Yes
1723-HKXJQ,Male,0,42,Month-to-month,UPI,1017.5,42734.5,Yes
7825-GKXMW,Female,0,1,Month-to-month,UPI,458,458,Yes
9753-OYLBX,Female,0,1,Month-to-month,Debit Card,205,205,No
2364-UFROM,Male,0,30,One year,UPI,704,20447.5,No
6656-JWRQX,Female,0,1,Month-to-month,Debit Card,305.5,305.5,No
6473-ULUHT,Male,0,16,Month-to-month,UPI,849,13982.5,No
1240-KNSEZ,Male,0,1,Month-to-month,Debit Card,201,201,Yes
0836-SEYLU,Male,0,9,Month-to-month,Debit Card,406.5,3289.5,Yes
4433-JCGCG,Male,1,46,Month-to-month,UPI,1010,46800.5,Yes
3716-BDVDB,Male,0,1,Month-to-month,UPI,691,691,Yes
7688-AWMDX,Male,0,71,Two year,UPI,545,37782,No
2842-BCQGE,Male,0,43,Month-to-month,Credit card (automatic),753.5,31614,No
7244-QWYHG,Male,0,50,One year,UPI,444.5,21884.5,No
5899-MQZZL,Female,0,13,Month-to-month,Debit Card,750,9994.5,Yes
6849-OYAMU,Male,0,19,One year,UPI,1000,18886.5,Yes
5312-UXESG,Female,0,41,Month-to-month,UPI,980.5,39906,No
9488-HGMJH,Female,1,1,Month-to-month,UPI,711.5,711.5,Yes
6038-GCYEC,Female,0,24,Month-to-month,Credit card (automatic),541.5,12402.5,Yes
2150-WLKUW,Female,0,40,One year,UPI,639,26350,No
7159-FVYPK,Female,0,3,Month-to-month,UPI,691.5,2350,No
7032-LMBHI,Female,0,37,One year,UPI,646.5,23478.5,No
1150-WFARN,Female,0,67,Two year,Credit card (automatic),1087.5,71562,Yes
6088-BXMRG,Female,0,32,Month-to-month,UPI,988.5,30896,No
3144-AUDBS,Female,0,6,Month-to-month,UPI,491.5,2708,Yes
4821-SJHJV,Female,0,32,Month-to-month,UPI,896,29018,No
7346-MEDWM,Female,0,59,Month-to-month,UPI,832.5,49491,No
1137-DGOWI,Female,0,30,One year,UPI,702.5,21989,No
5616-PRTNT,Male,0,20,Month-to-month,UPI,194,3745,Yes
3812-LRZIR,Female,0,27,Two year,UPI,245,7619.5,No
4818-QIUFN,Female,1,20,Month-to-month,UPI,791.5,15209,Yes
9483-GCPWE,Male,0,9,One year,Debit Card,201,1902.5,No
4227-OJHAL,Female,0,68,One year,Credit card (automatic),730,51630,No
9220-CXRSC,Female,0,69,Two year,Credit card (automatic),614,40598.5,No
4993-JCRGJ,Male,0,26,Month-to-month,Debit Card,843,22816,No
9537-JALFH,Male,0,69,Two year,UPI,199,13567,No
6698-OXETB,Male,0,11,Two year,Debit Card,204,2314.5,No
2103-ZRXFN,Male,0,1,Month-to-month,Debit Card,507.5,507.5,No
3724-BSCVH,Male,0,10,One year,Debit Card,204.5,2424,No
4877-TSOFF,Female,0,55,One year,UPI,757.5,42642.5,No
9209-NWPGU,Male,0,44,One year,UPI,654,27745.5,No
6961-VCPMC,Male,1,46,Month-to-month,UPI,804,36052,Yes
7306-YDSOI,Male,0,69,Two year,UPI,597.5,40699,No
5288-AHOUP,Male,1,11,Month-to-month,UPI,785,8742,No
6688-UZPWD,Female,0,11,Month-to-month,UPI,1020,11453.5,Yes
0655-YDGFJ,Male,0,29,Month-to-month,UPI,489.5,13237,No
8468-EHYJA,Female,0,57,Month-to-month,UPI,996.5,54970.5,No
6823-SIDFQ,Male,0,28,One year,Credit card (automatic),182.5,5347,No
1097-FSPVW,Female,0,42,Month-to-month,Credit card (automatic),545.5,24550.5,No
2839-RFSQE,Female,0,2,Month-to-month,Debit Card,206.5,387,Yes
8328-SKJNO,Male,0,23,One year,UPI,406.5,9474,No
7010-ZMVBF,Female,0,18,Month-to-month,Debit Card,204.5,3570,No
5201-CBWYG,Male,0,62,One year,UPI,248,14762.5,No
0968-GSIKN,Female,0,1,Month-to-month,Debit Card,708,708,Yes
1965-DDBWU,Male,0,16,Month-to-month,Credit card (automatic),890.5,14486,Yes
9057-SIHCH,Female,0,3,Month-to-month,UPI,966,2919,Yes
6352-GIGGQ,Male,0,67,One year,UPI,888,59031.5,No
3635-QQRQD,Male,0,62,Two year,Credit card (automatic),200.5,12016.5,No
6771-XWBDM,Female,0,57,Month-to-month,Credit card (automatic),1045,59213.5,Yes
2897-DOVND,Male,0,2,Month-to-month,UPI,698,1466.5,No
3082-YVEKW,Female,0,23,Two year,UPI,771.5,17594,No
0191-EQUUH,Female,0,25,Two year,UPI,350.5,8444.5,No
7134-HBPBS,Female,1,72,Two year,UPI,1081,77740.5,No
3489-HHPFY,Female,0,2,Month-to-month,UPI,840.5,1340.5,No
2926-JEJJC,Female,0,8,One year,UPI,202,1409.5,No
8601-QACRS,Female,0,5,Month-to-month,Debit Card,506,2499.5,Yes
4950-BDEUX,Male,0,35,Month-to-month,UPI,492,17016.5,No
5789-LDFXO,Male,0,24,One year,UPI,246,5926.5,No
0508-OOLTO,Female,0,2,Month-to-month,UPI,716.5,1357.5,No
2984-TBYKU,Male,0,72,Two year,Credit card (automatic),1049,77326.5,No
9822-WMWVG,Female,0,41,Month-to-month,UPI,1065,42824,No
2391-SOORI,Male,0,4,Month-to-month,UPI,493.5,2196.5,Yes
9040-KZVWO,Male,0,26,One year,UPI,755,20181,No
2645-QTLMB,Male,0,7,Month-to-month,UPI,942.5,6690,Yes
4806-HIPDW,Female,0,1,Month-to-month,UPI,689.5,689.5,Yes
1548-ARAGG,Female,0,4,Month-to-month,Debit Card,585,2248.5,No
6339-RZCBJ,Male,0,48,Two year,Credit card (automatic),789,37715,No
4424-TKOPW,Male,1,2,Month-to-month,UPI,938.5,1967.5,Yes
4415-WNGVR,Female,1,12,One year,UPI,792,9438.5,No
2522-AHJXR,Male,0,60,Month-to-month,UPI,1094.5,65728.5,No
0412-UCCNP,Male,0,55,Two year,UPI,592,31758.5,No
1816-FLZDK,Male,0,1,Month-to-month,Debit Card,291.5,291.5,No
7096-UCLNH,Male,0,1,Month-to-month,Debit Card,200.5,200.5,No
8443-ZRDBZ,Male,0,4,Month-to-month,UPI,760.5,3189,Yes
9136-ALYBR,Male,0,1,Month-to-month,Debit Card,244.5,244.5,Yes
4615-PIVVU,Female,0,42,Two year,Credit card (automatic),665,27627.5,No
8885-QSQBX,Female,0,1,Month-to-month,UPI,495.5,495.5,No
7479-NITWS,Male,0,7,Month-to-month,Credit card (automatic),893.5,6318.5,Yes
8617-ENBDS,Male,0,3,Month-to-month,Credit card (automatic),736,2325,No
9385-NXKDA,Female,0,72,Two year,Credit card (automatic),826.5,59193.5,No
0430-IHCDJ,Male,0,15,Month-to-month,UPI,490,7492.5,No
2959-MJHIC,Male,0,4,Month-to-month,UPI,803.5,3074,Yes
6674-KVJHG,Female,0,11,One year,UPI,252,2451.5,No
1814-DKOLC,Female,0,5,Month-to-month,Debit Card,254.5,1347.5,No
4201-JMNGR,Female,1,1,Month-to-month,UPI,558,558,Yes
9351-HXDMR,Male,0,72,Two year,Credit card (automatic),1109,82408.5,No
3537-HPKQT,Female,0,55,Month-to-month,Credit card (automatic),777.5,42664,No
2129-ALKBS,Female,0,40,Month-to-month,UPI,262,10775,No
5821-MMEIL,Female,0,57,Two year,UPI,199,11156,No
5960-WPXQM,Male,0,1,Month-to-month,UPI,790.5,790.5,Yes
0684-AOSIH,Male,0,1,Month-to-month,UPI,950,950,Yes
8260-NGFNY,Female,0,1,Month-to-month,Debit Card,252,252,Yes
1309-XGFSN,Male,1,52,One year,UPI,808.5,40795.5,No
1866-RZZQS,Male,1,41,Month-to-month,UPI,984,41877.5,Yes
6968-URWQU,Male,0,43,One year,Debit Card,563.5,23911.5,No
4742-TXUEX,Female,0,47,Two year,UPI,193,8905,No
9631-XEYKE,Male,0,3,Month-to-month,UPI,504,1372.5,No
8631-NBHFZ,Male,1,66,Two year,Credit card (automatic),794,51546,Yes
1335-MXCSE,Male,0,55,Two year,Credit card (automatic),552.5,31199,No
